,size_sq_ft,propertyType,bedrooms,localityName,suburbName,companyName,rent
7857,541,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,14000
7858,600,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,18000
7859,784,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,22000
7860,825,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,20000
7861,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,26500
7862,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,20000
7863,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,25000
7864,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,19000
7865,745,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,26000
7866,987,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,27000
7867,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,30000
7868,784,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,23000
7869,625,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,16000
7870,850,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,21000
7871,747,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,16000
7872,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,14500
7873,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,22000
7874,474,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,11000
7875,545,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13000
7876,541,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,15000
7877,454,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,15000
7878,542,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,12000
7879,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,16000
7880,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,17000
7881,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,17500
7882,542,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13000
7883,542,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,12000
7884,454,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,11500
7885,545,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,14000
7886,550,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13000
7887,600,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,21000
7888,654,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13000
7889,452,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,10000
7890,676,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,15000
7891,765,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,16000
7892,654,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,17000
7893,654,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,20000
7894,765,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,18000
7895,545,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,11000
7896,454,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,10000
7897,454,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,9000
7898,545,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,12000
7899,545,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,11000
7900,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,24000
7901,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,24000
7902,874,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,18000
7903,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,16000
7904,656,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,16000
7905,542,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,12000
7906,874,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,17500
7907,542,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13000
7908,875,Independent Floor,2,Patel Nagar,Delhi Central,Gurmeet,23000
7909,745,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,23000
7910,457,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,12500
7911,874,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,22500
7912,542,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,11000
7913,541,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13500
7914,454,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,15000
7915,550,Independent Floor,1,Patel Nagar,Delhi Central,Gurmeet,13000
7916,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,30000
7917,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,30000
7918,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,21000
7919,1800,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,45000
7920,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,28000
7921,1800,Independent Floor,3,Patel Nagar,Delhi Central,New Hemkunt Properties,60000
7922,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,28000
7923,600,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,17500
7924,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,25000
7925,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,26000
7926,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,19000
7927,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,20000
7928,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,18000
7929,1000,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,27000
7930,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,26000
7931,450,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,15000
7932,450,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,15000
7933,350,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,12000
7934,500,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,18000
7935,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,25000
7936,500,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,15000
7937,450,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,12500
7938,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,22000
7939,350,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,11000
7940,450,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,12000
7941,600,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,20000
7942,500,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,16000
7943,750,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,19000
7944,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,26000
7945,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,25000
7946,900,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,20000
7947,900,Independent Floor,3,Patel Nagar,Delhi Central,New Hemkunt Properties,28000
7948,450,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,16000
7949,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,28000
7950,1000,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,32000
7951,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,25500
7952,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,26000
7953,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,30000
7954,1000,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,32000
7955,1800,Independent Floor,3,Patel Nagar,Delhi Central,New Hemkunt Properties,55000
7956,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,25000
7957,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,28000
7958,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,26000
7959,1800,Independent Floor,3,Patel Nagar,Delhi Central,Hemkunt Properties,56000
7960,900,Independent Floor,3,Patel Nagar,Delhi Central,Hemkunt Properties,30000
7961,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,18000
7962,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,16500
7963,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,16000
7964,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,23000
7965,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,25000
7966,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,23000
7967,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,13000
7968,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,16500
7969,600,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,17000
7970,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,23000
7971,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,22500
7972,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,23000
7973,1800,Independent Floor,3,Patel Nagar,Delhi Central,Hemkunt Properties,50000
7974,756,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,22000
7975,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,25000
7976,700,Apartment,2,Patel Nagar,Delhi Central,Hemkunt Properties,18000
7977,550,Apartment,1,Patel Nagar,Delhi Central,Hemkunt Properties,15000
7978,900,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,18000
7979,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,27000
7980,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,26000
7981,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,16500
7982,450,Apartment,1,Patel Nagar,Delhi Central,Hemkunt Properties,15000
7983,700,Apartment,1,Patel Nagar,Delhi Central,Hemkunt Properties,17000
7984,900,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,22000
7985,750,Independent Floor,2,Patel Nagar,Delhi Central,Hemkunt Properties,18000
7986,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,28000
7987,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,26000
7988,900,Independent Floor,2,Patel Nagar,Delhi Central,New Hemkunt Properties,25000
7989,500,Independent Floor,1,Patel Nagar,Delhi Central,Hemkunt Properties,14000
7990,1800,Independent Floor,3,Patel Nagar,Delhi Central,Hemkunt Properties,55000
7991,1450,Independent Floor,3,Patel Nagar,Delhi Central,New Hemkunt Properties,30000
7992,1800,Independent Floor,3,Patel Nagar,Delhi Central,New Hemkunt Properties,55000
7993,600,Independent Floor,1,Patel Nagar,Delhi Central,New Hemkunt Properties,18000
7994,1800,Independent Floor,3,Patel Nagar,Delhi Central,New Hemkunt Properties,50000
7995,900,Independent House,2,Patel Nagar,Delhi Central,KB Associates,32000
7996,680,Independent House,1,Patel Nagar,Delhi Central,KB Associates,14000
7997,1000,Independent Floor,2,Patel Nagar,Delhi Central,Dream house properties,31000
7998,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,32000
7999,1250,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,40000
8000,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,16000
8001,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,26000
8002,680,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,23000
8003,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,15000
8004,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,18000
8005,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,30000
8006,780,Apartment,1,Patel Nagar,Delhi Central,KB Associates,25000
8007,1500,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,43000
8008,900,Independent Floor,3,Patel Nagar,Delhi Central,KB Associates,30000
8009,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,18000
8010,1800,Independent Floor,3,Patel Nagar,Delhi Central,KB Associates,60000
8011,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,25000
8012,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,13000
8013,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,17000
8014,700,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,14000
8015,1250,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,45000
8016,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,20000
8017,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,27000
8018,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,14000
8019,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,18000
8020,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,32000
8021,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,20000
8022,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,30000
8023,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,19000
8024,458,Independent Floor,2,Patel Nagar,Delhi Central,Other,8850
8025,459,Independent Floor,2,Patel Nagar,Delhi Central,Other,8999
8026,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,15000
8027,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,15000
8028,680,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,19000
8029,465,Independent Floor,2,Patel Nagar,Delhi Central,Other,9000
8030,450,Independent Floor,2,Patel Nagar,Delhi Central,Other,9250
8031,456,Independent Floor,2,Patel Nagar,Delhi Central,Other,9000
8032,459,Independent Floor,2,Patel Nagar,Delhi Central,Other,9000
8033,459,Independent Floor,2,Patel Nagar,Delhi Central,Other,8900
8034,345,Independent Floor,1,Patel Nagar,Delhi Central,Other,6500
8035,900,Independent Floor,2,Patel Nagar,Delhi Central,Comtrust Leasing Homes,25000
8036,1800,Independent Floor,3,Patel Nagar,Delhi Central,Comtrust Leasing Homes,50000
8037,1250,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,40000
8038,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,16000
8039,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,32400
8040,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,21800
8041,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,26000
8042,900,Independent Floor,3,Patel Nagar,Delhi Central,KB Associates,27000
8043,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,25000
8044,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,16000
8045,680,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,21000
8046,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,20000
8047,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,30000
8048,1800,Independent Floor,3,Patel Nagar,Delhi Central,KB Associates,46000
8049,1500,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,45000
8050,780,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,23000
8051,680,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,17000
8052,850,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,22000
8053,900,Independent Floor,2,Patel Nagar,Delhi Central,Ashoo Kakkar,25000
8054,1500,Independent Floor,2,Patel Nagar,Delhi Central,CR properties,45000
8055,455,Independent Floor,2,Patel Nagar,Delhi Central,Other,9000
8056,456,Independent Floor,2,Patel Nagar,Delhi Central,Other,9000
8057,1000,Independent Floor,3,Patel Nagar,Delhi Central,Other,22000
8058,1000,Independent Floor,3,Patel Nagar,Delhi Central,Other,35000
8059,345,Independent Floor,1,Patel Nagar,Delhi Central,Other,6500
8060,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,30000
8061,780,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,21840
8062,900,Independent Floor,2,Patel Nagar,Delhi Central,Other,17000
8063,500,Independent Floor,1,Patel Nagar,Delhi Central,Other,13000
8064,900,Independent Floor,1,Patel Nagar,Delhi Central,KB Associates,23000
8065,1500,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,43000
8066,900,Independent Floor,2,Patel Nagar,Delhi Central,KB Associates,27000
8067,1600,Independent House,2,Patel Nagar,Delhi Central,Other,40000
8068,900,Independent Floor,2,Patel Nagar,Delhi Central,Mehar Properties,25000
8069,1800,Independent Floor,3,Patel Nagar,Delhi Central,A to Z Property,60000
8070,2000,Independent House,3,Patel Nagar,Delhi Central,Other,55000
8071,1000,Independent Floor,2,Patel Nagar,Delhi Central,Other,22000
8072,700,Apartment,1,Patel Nagar,Delhi Central,Other,17000
8073,1000,Independent Floor,2,Patel Nagar,Delhi Central,Other,32000
8074,650,Apartment,1,Patel Nagar,Delhi Central,Other,17000
8075,1000,Independent Floor,3,Patel Nagar,Delhi Central,Other,25000
8076,950,Apartment,2,Patparganj,Delhi East,Sai Ram Properties,21000
8077,1650,Apartment,3,Patparganj,Delhi East,Kushwaha Property,38000
8078,1100,Apartment,2,Patparganj,Delhi East,Kushwaha Property,23000
8079,1000,Apartment,2,Patparganj,Delhi East,Kushwaha Property,24000
8080,1800,Apartment,4,Patparganj,Delhi East,Kushwaha Property,35000
8081,1650,Apartment,2,Patparganj,Delhi East,Kushwaha Property,35000
8082,1450,Apartment,3,Patparganj,Delhi East,Kushwaha Property,30000
8083,1650,Apartment,3,Patparganj,Delhi East,Kushwaha Property,30000
8084,1050,Apartment,2,Patparganj,Delhi East,Kushwaha Property,21000
8085,1650,Apartment,3,Patparganj,Delhi East,Kushwaha Property,30000
8086,950,Apartment,2,Patparganj,Delhi East,Kushwaha Property,20000
8087,1450,Apartment,3,Patparganj,Delhi East,Kushwaha Property,30000
8088,950,Apartment,2,Patparganj,Delhi East,Kushwaha Property,21000
8089,1250,Apartment,3,Patparganj,Delhi East,Kushwaha Property,27000
8090,950,Apartment,2,Patparganj,Delhi East,Kushwaha Property,20000
8091,1600,Apartment,3,Patparganj,Delhi East,Kushwaha Property,35000
8092,1050,Apartment,2,Patparganj,Delhi East,Kushwaha Property,18900
8093,950,Apartment,2,Patparganj,Delhi East,Kushwaha Property,22000
8094,450,Independent Floor,1,Patparganj,Delhi East,Kushwaha Property,10000
8095,1450,Apartment,3,Patparganj,Delhi East,Kushwaha Property,28000
8096,750,Apartment,1,Patparganj,Delhi East,Other,15000
8097,1000,Apartment,2,Patparganj,Delhi East,Other,18000
8098,2140,Apartment,3,Patparganj,Delhi East,Other,60000
8099,3600,Apartment,5,Patparganj,Delhi East,Other,95000
8100,1350,Apartment,3,Patparganj,Delhi East,Other,24000
8101,3600,Apartment,5,Patparganj,Delhi East,Other,100000
8102,1000,Apartment,2,Patparganj,Delhi East,Other,26000
8103,2150,Apartment,3,Patparganj,Delhi East,Other,55000
8104,2250,Apartment,3,Patparganj,Delhi East,Other,55000
8105,500,Independent Floor,2,Patparganj,Delhi East,Prince Associates,11000
8106,450,Independent House,1,Patparganj,Delhi East,Other,10000
8107,1100,Apartment,2,Patparganj,Delhi East,Other,25000
8108,1000,Apartment,2,Patparganj,Delhi East,Other,26000
8109,1200,Apartment,2,Patparganj,Delhi East,Other,30000
8110,756,Independent Floor,2,Pitampura,North Delhi,SkyLark Properties,18000
8111,1700,Independent Floor,2,Pitampura,North Delhi,VR Property,32000
8112,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,25000
8113,1800,Independent Floor,3,Pitampura,North Delhi,B M Associates,40000
8114,1076,Independent Floor,3,Pitampura,North Delhi,Link Property,28000
8115,960,Independent Floor,3,Pitampura,North Delhi,Other,27000
8116,1450,Independent Floor,3,Pitampura,North Delhi,Malhotra Properties,35000
8117,2500,Independent Floor,2,Pitampura,North Delhi,Jagdamba Associates,50000
8118,1350,Independent Floor,3,Pitampura,North Delhi,Vijay Estate,30000
8119,756,Independent Floor,2,Pitampura,North Delhi,SkyLark Properties,21000
8120,900,Independent Floor,3,Pitampura,North Delhi,VR Property,27000
8121,650,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,18000
8122,3000,Independent Floor,2,Pitampura,North Delhi,VR Property,75000
8123,600,Apartment,1,Pitampura,North Delhi,SkyLark Properties,12000
8124,450,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,10000
8125,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,18000
8126,900,Independent Floor,2,Pitampura,North Delhi,Ashiyana Associates,26000
8127,1100,Apartment,2,Pitampura,North Delhi,SkyLark Properties,23000
8128,450,Apartment,2,Pitampura,North Delhi,SkyLark Properties,9000
8129,500,Apartment,2,Pitampura,North Delhi,SkyLark Properties,9500
8130,800,Independent Floor,2,Pitampura,North Delhi,Ashiyana Associates,24000
8131,575,Independent Floor,1,Pitampura,North Delhi,SkyLark Properties,14000
8132,850,Independent Floor,2,Pitampura,North Delhi,Ashiyana Associates,17000
8133,900,Independent Floor,2,Pitampura,North Delhi,SkyLark Properties,25000
8134,900,Apartment,2,Pitampura,North Delhi,SkyLark Properties,25000
8135,300,Apartment,1,Pitampura,North Delhi,SkyLark Properties,8000
8136,1350,Apartment,3,Pitampura,North Delhi,SkyLark Properties,32500
8137,900,Apartment,3,Pitampura,North Delhi,SkyLark Properties,20000
8138,1000,Apartment,3,Pitampura,North Delhi,SkyLark Properties,25000
8139,700,Apartment,2,Pitampura,North Delhi,SkyLark Properties,22000
8140,600,Apartment,1,Pitampura,North Delhi,SkyLark Properties,12500
8141,1000,Apartment,2,Pitampura,North Delhi,SkyLark Properties,20000
8142,900,Independent Floor,2,Pitampura,North Delhi,SkyLark Properties,25000
8143,900,Independent Floor,1,Pitampura,North Delhi,SkyLark Properties,18000
8144,600,Apartment,1,Pitampura,North Delhi,SkyLark Properties,17000
8145,700,Apartment,2,Pitampura,North Delhi,SkyLark Properties,15000
8146,756,Independent Floor,3,Pitampura,North Delhi,SkyLark Properties,24000
8147,550,Apartment,1,Pitampura,North Delhi,SkyLark Properties,16000
8148,500,Independent Floor,1,Pitampura,North Delhi,SkyLark Properties,10000
8149,750,Apartment,2,Pitampura,North Delhi,SkyLark Properties,16000
8150,650,Independent Floor,1,Pitampura,North Delhi,SkyLark Properties,16000
8151,600,Apartment,1,Pitampura,North Delhi,SkyLark Properties,15500
8152,700,Apartment,2,Pitampura,North Delhi,SkyLark Properties,15000
8153,800,Apartment,2,Pitampura,North Delhi,SkyLark Properties,22000
8154,850,Apartment,2,Pitampura,North Delhi,SkyLark Properties,17000
8155,550,Apartment,1,Pitampura,North Delhi,SkyLark Properties,15000
8156,550,Apartment,1,Pitampura,North Delhi,SkyLark Properties,15000
8157,700,Apartment,1,Pitampura,North Delhi,SkyLark Properties,13000
8158,1200,Apartment,3,Pitampura,North Delhi,SkyLark Properties,31000
8159,450,Apartment,1,Pitampura,North Delhi,SkyLark Properties,13000
8160,700,Apartment,2,Pitampura,North Delhi,SkyLark Properties,16000
8161,1100,Apartment,3,Pitampura,North Delhi,SkyLark Properties,29000
8162,750,Apartment,2,Pitampura,North Delhi,SkyLark Properties,16000
8163,1100,Apartment,3,Pitampura,North Delhi,SkyLark Properties,35000
8164,900,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,19000
8165,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,26000
8166,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,21000
8167,900,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,19000
8168,3600,Independent Floor,4,Pitampura,North Delhi,The Great Properties Consultants,82000
8169,900,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,19000
8170,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,18000
8171,1350,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,25000
8172,900,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,20000
8173,900,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,22000
8174,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,20000
8175,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,20000
8176,900,Independent Floor,1,Pitampura,North Delhi,The Great Properties Consultants,19000
8177,700,Apartment,2,Pitampura,North Delhi,SkyLark Properties,14000
8178,750,Independent Floor,2,Pitampura,North Delhi,Ashiyana Associates,19000
8179,950,Independent Floor,2,Pitampura,North Delhi,Ashiyana Associates,20000
8180,600,Apartment,1,Pitampura,North Delhi,The Great Properties Consultants,15000
8181,1800,Independent Floor,2,Pitampura,North Delhi,The Great Properties Consultants,35000
8182,1050,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,24000
8183,1400,Independent House,2,Pitampura,North Delhi,Sethi Properties,28000
8184,1500,Independent Floor,3,Pitampura,North Delhi,B M Associates,45000
8185,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,26000
8186,1050,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,28000
8187,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,27000
8188,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,20000
8189,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,24000
8190,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,25000
8191,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,27000
8192,1800,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,35000
8193,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,25000
8194,3200,Independent Floor,4,Pitampura,North Delhi,B M Associates,90000
8195,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,24000
8196,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,19500
8197,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,25000
8198,1100,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,30000
8199,3600,Independent Floor,4,Pitampura,North Delhi,Sethi Properties,80000
8200,1450,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,38000
8201,1350,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,38000
8202,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,28000
8203,1800,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,50000
8204,1100,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,26000
8205,900,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,29000
8206,1800,Independent Floor,3,Pitampura,North Delhi,Sethi Properties,42000
8207,950,Independent Floor,2,Pitampura,North Delhi,Sethi Properties,26000
8208,900,Independent Floor,1,Pitampura,North Delhi,Sethi Properties,24000
8209,2250,Independent Floor,4,Pitampura,North Delhi,B M Associates,50000
8210,1400,Independent Floor,3,Pitampura,North Delhi,B M Associates,38000
8211,1300,Independent Floor,3,Pitampura,North Delhi,B M Associates,41000
8212,2500,Independent Floor,3,Pitampura,North Delhi,B M Associates,75000
8213,2000,Independent Floor,3,Pitampura,North Delhi,B M Associates,45000
8214,2200,Independent Floor,4,Pitampura,North Delhi,B M Associates,62000
8215,1350,Independent Floor,3,Pitampura,North Delhi,B M Associates,38000
8216,1350,Independent Floor,3,Pitampura,North Delhi,B M Associates,40000
8217,2500,Independent Floor,3,Pitampura,North Delhi,B M Associates,76000
8218,2200,Independent Floor,3,Pitampura,North Delhi,B M Associates,52000
